STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"Xiao Ming and Xiao Li are wandering in the basement, they see a backpack and a box, they find tape in the backpack, Xiao Li leaves the basement, Xiao Ming moves the tape to the box.","After Xiao Li returns to the basement, where does Xiao Li think Xiao Ming looks for the tape?",Suitcase,Backpack,Box,Cabinet,B
"Youyou and Xiao Wang are wandering in the kitchen, they see a cabinet and a suitcase, they find a tie in the cabinet, Xiao Wang leaves the kitchen, Youyou moves the tie to the suitcase.",Where is the tie now?,Drawer,Suitcase,Handbag,Cabinet,B
"Youyou and Xiao Wang are wandering in the kitchen, they see a cabinet and a suitcase, they find a tie in the cabinet, Xiao Wang leaves the kitchen, Youyou moves the tie to the suitcase.",Where is the tie before?,Cabinet,Drawer,Handbag,Suitcase,A
"Youyou and Xiao Wang are wandering in the kitchen, they see a cabinet and a suitcase, they find a tie in the cabinet, Xiao Wang leaves the kitchen, Youyou moves the tie to the suitcase.","After Xiao Wang returns to the kitchen, where does Youyou look for the tie?",Suitcase,Cabinet,Box,Handbag,A
"Youyou and Xiao Wang are wandering in the kitchen, they see a cabinet and a suitcase, they find a tie in the cabinet, Xiao Wang leaves the kitchen, Youyou moves the tie to the suitcase.","After Xiao Wang returns to the kitchen, where does Xiao Wang look for the tie?",Suitcase,Safe,Box,Cabinet,D
"Youyou and Xiao Wang are wandering in the kitchen, they see a cabinet and a suitcase, they find a tie in the cabinet, Xiao Wang leaves the kitchen, Youyou moves the tie to the suitcase.","After Xiao Wang returns to the kitchen, where does Youyou think Xiao Wang looks for the tie?",Drawer,Briefcase,Cabinet,Suitcase,C
"Youyou and Xiao Wang are wandering in the kitchen, they see a cabinet and a suitcase, they find a tie in the cabinet, Xiao Wang leaves the kitchen, Youyou moves the tie to the suitcase.","After Xiao Wang returns to the kitchen, where does Xiao Wang think Youyou looks for the tie?",Backpack,Cabinet,Suitcase,Handbag,B
"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.",Where is the dress now?,Briefcase,Box,Safe,Handbag,A
"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.",Where is the dress before?,Briefcase,Handbag,Box,Cabinet,B
"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Xiao Li look for the dress?",Briefcase,Handbag,Safe,Tote bag,A
"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Li Lei look for the dress?",Handbag,Suitcase,Basket,Briefcase,A
"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Xiao Li think Li Lei looks for the dress?",Drawer,Handbag,Basket,Briefcase,B
"Xiao Li and Li Lei are wandering in the attic, they see a handbag and a briefcase, they find a dress in the handbag, Li Lei leaves the attic, Xiao Li moves the dress to the briefcase.","After Li Lei returns to the attic, where does Li Lei think Xiao Li looks for the dress?",Handbag,Briefcase,Safe,Box,A
"Xiao Bei and Xiao Ming are hanging out in the garage, they see a drawer and a storage cabinet, they find a jacket in the drawer, Xiao Ming leaves the garage, Xiao Bei moves the jacket to the storage cabinet.",Where is the jacket now?,Storage cabinet,Basket,Drawer,Handbag,A
"Xiao Bei and Xiao Ming are hanging out in the garage, they see a drawer and a storage cabinet, they find a jacket in the drawer, Xiao Ming leaves the garage, Xiao Bei moves the jacket to the storage cabinet.",Where is the jacket before?,Drawer,Safe,Box,Storage cabinet,A
"Xiao Bei and Xiao Ming are hanging out in the garage, they see a drawer and a storage cabinet, they find a jacket in the drawer, Xiao Ming leaves the garage, Xiao Bei moves the jacket to the storage cabinet.","After Xiao Ming returns to the garage, where does Xiao Bei look for the jacket?",Cabinet,Storage cabinet,Drawer,Box,B
"Xiao Bei and Xiao Ming are hanging out in the garage, they see a drawer and a storage cabinet, they find a jacket in the drawer, Xiao Ming leaves the garage, Xiao Bei moves the jacket to the storage cabinet.","After Xiao Ming returns to the garage, where does Xiao Ming look for the jacket?",Handbag,Box,Storage cabinet,Drawer,D
"Xiao Bei and Xiao Ming are hanging out in the garage, they see a drawer and a storage cabinet, they find a jacket in the drawer, Xiao Ming leaves the garage, Xiao Bei moves the jacket to the storage cabinet.","After Xiao Ming returns to the garage, where does Xiao Bei think Xiao Ming looks for the jacket?",Storage cabinet,Drawer,Cabinet,Suitcase,B
"Xiao Bei and Xiao Ming are hanging out in the garage, they see a drawer and a storage cabinet, they find a jacket in the drawer, Xiao Ming leaves the garage, Xiao Bei moves the jacket to the storage cabinet.","After Xiao Ming returns to the garage, where does Xiao Ming think Xiao Bei looks for the jacket?",Drawer,Storage cabinet,Suitcase,Cabinet,A
"Li Lei and Han Meimei are wandering in the study, they see the cupboard and the cabinet, they find crayons in the cupboard, Han Meimei leaves the study, Li Lei moves the crayons to the cabinet.",Where are the crayons now?,Basket,Suitcase,Cupboard,Cabinet,D
"Li Lei and Han Meimei are wandering in the study, they see the cupboard and the cabinet, they find crayons in the cupboard, Han Meimei leaves the study, Li Lei moves the crayons to the cabinet.",Where are the crayons before?,Cupboard,Handbag,Cabinet,Storage locker,A
"Li Lei and Han Meimei are wandering in the study, they see the cupboard and the cabinet, they find crayons in the cupboard, Han Meimei leaves the study, Li Lei moves the crayons to the cabinet.","After Han Meimei returns to the study, where does Li Lei look for the crayons?",Cabinet,Backpack,Safe,Cupboard,D
"Li Lei and Han Meimei are wandering in the study, they see the cupboard and the cabinet, they find crayons in the cupboard, Han Meimei leaves the study, Li Lei moves the crayons to the cabinet.","After Han Meimei returns to the study, where does Han Meimei look for the crayons?",Cabinet,Storage locker,Cupboard,Backpack,C
"Li Lei and Han Meimei are wandering in the study, they see the cupboard and the cabinet, they find crayons in the cupboard, Han Meimei leaves the study, Li Lei moves the crayons to the cabinet.","After Han Meimei returns to the study, where does Li Lei think Han Meimei looks for the crayons?",Cabinet,Handbag,Backpack,Cupboard,D
"Li Lei and Han Meimei are wandering in the study, they see the cupboard and the cabinet, they find crayons in the cupboard, Han Meimei leaves the study, Li Lei moves the crayons to the cabinet.","After Han Meimei returns to the study, where does Han Meimei think Li Lei looks for the crayons?",Cabinet,Cupboard,Drawer,Handbag,B
"Youyou and Li Lei are wandering in the basement, they see backpacks and briefcases, they find carrots in the backpack, Li Lei leaves the basement, Youyou moves the carrots to the briefcase.",Where are the carrots now?,Backpack,Safe,Briefcase,Basket,C
"Youyou and Li Lei are wandering in the basement, they see backpacks and briefcases, they find carrots in the backpack, Li Lei leaves the basement, Youyou moves the carrots to the briefcase.",Where are the carrots before?,Cabinet,Backpack,Safe,Briefcase,B
"Youyou and Li Lei are wandering in the basement, they see backpacks and briefcases, they find carrots in the backpack, Li Lei leaves the basement, Youyou moves the carrots to the briefcase.","After Li Lei returns to the basement, where does Youyou look for the carrots?",Box,Backpack,Briefcase,Drawer,C
"Youyou and Li Lei are wandering in the basement, they see backpacks and briefcases, they find carrots in the backpack, Li Lei leaves the basement, Youyou moves the carrots to the briefcase.","After Lilei returns to the basement, where does Lilei look for the carrots?",Briefcase,Suitcase,Backpack,Storage locker,C
"Youyou and Li Lei are wandering in the basement, they see backpacks and briefcases, they find carrots in the backpack, Li Lei leaves the basement, Youyou moves the carrots to the briefcase.","After Li Lei returns to the basement, where does Youyou think Li Lei looks for the carrots?",Backpack,Locker,Suitcase,Briefcase,A
"Youyou and Li Lei are wandering in the basement, they see backpacks and briefcases, they find carrots in the backpack, Li Lei leaves the basement, Youyou moves the carrots to the briefcase.","After Li Lei returns to the basement, where does Li Lei think Youyou looks for the carrots?",Backpack,Box,Briefcase,Storage locker,A
"Xiao Gang and Zhang Wei are strolling on the terrace, they see a box and a drawer, they find a shirt in the box, Zhang Wei leaves the terrace, Xiao Gang moves the shirt to the drawer.",Where is the shirt now?,Cabinet,Drawer,Suitcase,Box,B
"Xiao Gang and Zhang Wei are strolling on the terrace, they see a box and a drawer, they find a shirt in the box, Zhang Wei leaves the terrace, Xiao Gang moves the shirt to the drawer.",Where is the shirt before?,Drawer,Handbag,Box,Basket,C
"Xiao Gang and Zhang Wei are strolling on the terrace, they see a box and a drawer, they find a shirt in the box, Zhang Wei leaves the terrace, Xiao Gang moves the shirt to the drawer.","After Zhang Wei returns to the terrace, where does Xiao Gang look for the shirt?",Drawer,Storage locker,Backpack,Box,A
"Xiao Gang and Zhang Wei are strolling on the terrace, they see a box and a drawer, they find a shirt in the box, Zhang Wei leaves the terrace, Xiao Gang moves the shirt to the drawer.","After Zhang Wei returns to the terrace, where does Zhang Wei look for the shirt?",Briefcase,Cabinet,Box,Drawer,C
"Xiao Gang and Zhang Wei are strolling on the terrace, they see a box and a drawer, they find a shirt in the box, Zhang Wei leaves the terrace, Xiao Gang moves the shirt to the drawer.","After Zhang Wei returns to the terrace, where does Xiao Gang think Zhang Wei looks for the shirt?",Locker,Box,Drawer,Backpack,B
"Xiao Gang and Zhang Wei are strolling on the terrace, they see a box and a drawer, they find a shirt in the box, Zhang Wei leaves the terrace, Xiao Gang moves the shirt to the drawer.","After Zhang Wei returns to the terrace, where does Zhang Wei think Xiao Gang looks for the shirt?",Drawer,Case,Basket,Box,D
"Li Lei and Han Meimei are strolling on the balcony, they see a box and a suitcase, they find a bottle in the box, Han Meimei leaves the balcony, Li Lei moves the bottle to the suitcase.",Where is the bottle now?,Handbag,Suitcase,Box,Drawer,B
"Li Lei and Han Meimei are strolling on the balcony, they see a box and a suitcase, they find a bottle in the box, Han Meimei leaves the balcony, Li Lei moves the bottle to the suitcase.",Where is the bottle before?,Suitcase,Handbag,Box,Safe,C
"Li Lei and Han Meimei are strolling on the balcony, they see a box and a suitcase, they find a bottle in the box, Han Meimei leaves the balcony, Li Lei moves the bottle to the suitcase.","After Han Meimei returns to the balcony, where does Li Lei look for the bottle?",Basket,Suitcase,Case,Box,B
"Li Lei and Han Meimei are strolling on the balcony, they see a box and a suitcase, they find a bottle in the box, Han Meimei leaves the balcony, Li Lei moves the bottle to the suitcase.","After Han Meimei returns to the balcony, where does Han Meimei look for the bottle?",Suitcase,Basket,Box,Backpack,C
"Li Lei and Han Meimei are strolling on the balcony, they see a box and a suitcase, they find a bottle in the box, Han Meimei leaves the balcony, Li Lei moves the bottle to the suitcase.","After Han Meimei returns to the balcony, where does Li Lei think Han Meimei looks for the bottle?",Box,Briefcase,Safe,Suitcase,A
"Li Lei and Han Meimei are strolling on the balcony, they see a box and a suitcase, they find a bottle in the box, Han Meimei leaves the balcony, Li Lei moves the bottle to the suitcase.","After Han Meimei returns to the balcony, where does Han Meimei think Li Lei looks for the bottle?",Handbag,Briefcase,Box,Suitcase,C
"Han Meimei and Zhang Wei are wandering in the lounge, they see a handbag and a suitcase, they find a carrot in the handbag, Zhang Wei leaves the lounge, Han Meimei moves the carrot to the suitcase.",Where is the carrot now?,Handbag,Safe,Suitcase,Storage locker,C
"Han Meimei and Zhang Wei are wandering in the lounge, they see a handbag and a suitcase, they find a carrot in the handbag, Zhang Wei leaves the lounge, Han Meimei moves the carrot to the suitcase.",Where is the carrot before?,Handbag,Basket,Box,Suitcase,A
"Han Meimei and Zhang Wei are wandering in the lounge, they see a handbag and a suitcase, they find a carrot in the handbag, Zhang Wei leaves the lounge, Han Meimei moves the carrot to the suitcase.","After Zhang Wei returns to the lounge, where does Han Meimei look for the carrot?",Box,Handbag,Cabinet,Suitcase,D
"Han Meimei and Zhang Wei are wandering in the lounge, they see a handbag and a suitcase, they find a carrot in the handbag, Zhang Wei leaves the lounge, Han Meimei moves the carrot to the suitcase.","After Zhang Wei returns to the lounge, where does Zhang Wei look for the carrot?",Suitcase,Handbag,Box,Chest,B
"Han Meimei and Zhang Wei are wandering in the lounge, they see a handbag and a suitcase, they find a carrot in the handbag, Zhang Wei leaves the lounge, Han Meimei moves the carrot to the suitcase.","After Zhang Wei returns to the lounge, where does Han Meimei think Zhang Wei looks for the carrot?",Suitcase,Basket,Drawer,Handbag,D
"Han Meimei and Zhang Wei are wandering in the lounge, they see a handbag and a suitcase, they find a carrot in the handbag, Zhang Wei leaves the lounge, Han Meimei moves the carrot to the suitcase.","After Zhang Wei returns to the lounge, where does Zhang Wei think Han Meimei looks for the carrot?",Box,Handbag,Cabinet,Suitcase,B
"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.",Where is the sweater now?,Handbag,Suitcase,Box,Briefcase,A
"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.",Where is the sweater before?,Handbag,Locker,Basket,Suitcase,D
"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.","After Xiao Ming returns to the library, where does Zhang Wei look for the sweater?",Cabinet,Handbag,Suitcase,Storage locker,B
"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.","After Xiao Ming returns to the library, where does Xiao Ming look for the sweater?",Box,Handbag,Suitcase,Case,C
"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.","After Xiao Ming returns to the library, where does Zhang Wei think Xiao Ming looks for the sweater?",Tote bag,Handbag,Suitcase,Backpack,C
"Zhang Wei and Xiao Ming are wandering in the library, they see a suitcase and a handbag, they find a sweater in the suitcase, Xiao Ming leaves the library, Zhang Wei moves the sweater to the handbag.","After Xiao Ming returns to the library, where does Xiao Ming think Zhang Wei looks for the sweater?",Suitcase,Cabinet,Handbag,Storage locker,A
"Xiao Wang and Xiao Ming stroll around the farm, they see a basket and a storage cabinet, they find a coat in the basket, Xiao Ming leaves the farm, Xiao Wang moves the coat to the storage cabinet.",Where is the coat now?,Suitcase,Handbag,Basket,Storage cabinet,D
"Xiao Wang and Xiao Ming stroll around the farm, they see a basket and a storage cabinet, they find a coat in the basket, Xiao Ming leaves the farm, Xiao Wang moves the coat to the storage cabinet.",Where is the jacket before?,Backpack,Basket,Storage cabinet,Handbag,B
"Xiao Wang and Xiao Ming stroll around the farm, they see a basket and a storage cabinet, they find a coat in the basket, Xiao Ming leaves the farm, Xiao Wang moves the coat to the storage cabinet.","After Xiao Ming returns to the farm, where does Xiao Wang look for the jacket?",Drawer,Handbag,Basket,Storage cabinet,D
"Xiao Wang and Xiao Ming stroll around the farm, they see a basket and a storage cabinet, they find a coat in the basket, Xiao Ming leaves the farm, Xiao Wang moves the coat to the storage cabinet.","After Xiao Ming returns to the farm, where does Xiao Ming look for the coat?",Box,Storage cabinet,Basket,Cabinet,C
"Xiao Wang and Xiao Ming stroll around the farm, they see a basket and a storage cabinet, they find a coat in the basket, Xiao Ming leaves the farm, Xiao Wang moves the coat to the storage cabinet.","After Xiao Ming returns to the farm, where does Xiao Wang think Xiao Ming looks for the jacket?",Cabinet,Handbag,Basket,Storage cabinet,C
"Xiao Wang and Xiao Ming stroll around the farm, they see a basket and a storage cabinet, they find a coat in the basket, Xiao Ming leaves the farm, Xiao Wang moves the coat to the storage cabinet.","After Xiao Ming returns to the farm, where does Xiao Ming think Xiao Wang looks for the jacket?",Storage cabinet,Box,Basket,Drawer,C
"Xiao Li and Xiao Gang are wandering in the bar, they see a box and a safe, they find a bottle in the box, Xiao Gang leaves the bar, Xiao Li moves the bottle to the safe.",Where is the bottle now?,Cabinet,Safe,Backpack,Box,B
"Xiao Li and Xiao Gang are wandering in the bar, they see a box and a safe, they find a bottle in the box, Xiao Gang leaves the bar, Xiao Li moves the bottle to the safe.",Where is the bottle before?,Handbag,Basket,Safe,Box,D
"Xiao Li and Xiao Gang are wandering in the bar, they see a box and a safe, they find a bottle in the box, Xiao Gang leaves the bar, Xiao Li moves the bottle to the safe.","After Xiao Gang returns to the bar, where does Xiao Li look for the bottle?",Box,Suitcase,Handbag,Safe,D
"Xiao Li and Xiao Gang are wandering in the bar, they see a box and a safe, they find a bottle in the box, Xiao Gang leaves the bar, Xiao Li moves the bottle to the safe.","After Xiao Gang returns to the bar, where does Xiao Gang look for the bottle?",Handbag,Box,Safe,Suitcase,B
"Xiao Li and Xiao Gang are wandering in the bar, they see a box and a safe, they find a bottle in the box, Xiao Gang leaves the bar, Xiao Li moves the bottle to the safe.","After Xiao Gang returns to the bar, where does Xiao Li think Xiao Gang looks for the bottle?",Safe,Box,Basket,Locker,B
"Xiao Li and Xiao Gang are wandering in the bar, they see a box and a safe, they find a bottle in the box, Xiao Gang leaves the bar, Xiao Li moves the bottle to the safe.","After Xiao Gang returns to the bar, where does Xiao Gang think Xiao Li looks for the bottle?",Handbag,Safe,Cabinet,Box,D
"Youyou and Li Lei stroll in the garden, they see a suitcase and a drawer, they find a ring in the suitcase, Li Lei leaves the garden, Youyou moves the ring to the drawer.",Where is the ring now?,Drawer,Handbag,Suitcase,Backpack,A
"Youyou and Li Lei stroll in the garden, they see a suitcase and a drawer, they find a ring in the suitcase, Li Lei leaves the garden, Youyou moves the ring to the drawer.",Where is the ring before?,Briefcase,Suitcase,Drawer,Basket,B
"Youyou and Li Lei stroll in the garden, they see a suitcase and a drawer, they find a ring in the suitcase, Li Lei leaves the garden, Youyou moves the ring to the drawer.","After Lilei returns to the garden, where does Youyou look for the ring?",Box,Backpack,Drawer,Suitcase,C
"Youyou and Li Lei stroll in the garden, they see a suitcase and a drawer, they find a ring in the suitcase, Li Lei leaves the garden, Youyou moves the ring to the drawer.","After Li Lei returns to the garden, where does Li Lei look for the ring?",Drawer,Box,Handbag,Suitcase,D
"Youyou and Li Lei stroll in the garden, they see a suitcase and a drawer, they find a ring in the suitcase, Li Lei leaves the garden, Youyou moves the ring to the drawer.","After Lilei returns to the garden, where does Youyou think Lilei looks for the ring?",Drawer,Handbag,Suitcase,Storage locker,C
"Youyou and Li Lei stroll in the garden, they see a suitcase and a drawer, they find a ring in the suitcase, Li Lei leaves the garden, Youyou moves the ring to the drawer.","After Li Lei returns to the garden, where does Li Lei think Youyou looks for the ring?",Drawer,Suitcase,Safe,Basket,B
"Xiao Hong and Xiao Bei are wandering in the bank, they see the lockers and cabinets, they find a scarf in the locker, Xiao Bei leaves the bank, Xiao Hong moves the scarf to the cabinet.",Where is the scarf now?,Locker,Cabinet,Suitcase,Handbag,B
"Xiao Hong and Xiao Bei are wandering in the bank, they see the lockers and cabinets, they find a scarf in the locker, Xiao Bei leaves the bank, Xiao Hong moves the scarf to the cabinet.",Where is the scarf before?,Cabinet,Backpack,Box,Locker,D
"Xiao Hong and Xiao Bei are wandering in the bank, they see the lockers and cabinets, they find a scarf in the locker, Xiao Bei leaves the bank, Xiao Hong moves the scarf to the cabinet.","After Xiao North returns to the bank, where does Xiao Red look for the scarf?",Handbag,Cabinet,Basket,Locker,B
"Xiao Hong and Xiao Bei are wandering in the bank, they see the lockers and cabinets, they find a scarf in the locker, Xiao Bei leaves the bank, Xiao Hong moves the scarf to the cabinet.","After Xiao North returns to the bank, where does Xiao North look for the scarf?",Box,Suitcase,Locker,Cabinet,C
"Xiao Hong and Xiao Bei are wandering in the bank, they see the lockers and cabinets, they find a scarf in the locker, Xiao Bei leaves the bank, Xiao Hong moves the scarf to the cabinet.","After Xiao Bei returns to the bank, where does Xiao Hong think Xiao Bei looks for the scarf?",Handbag,Locker,Cabinet,Basket,B
"Xiao Hong and Xiao Bei are wandering in the bank, they see the lockers and cabinets, they find a scarf in the locker, Xiao Bei leaves the bank, Xiao Hong moves the scarf to the cabinet.","After Xiao Bei returns to the bank, where does Xiao Bei think Xiao Hong looks for the scarf?",Locker,Cabinet,Drawer,Safe box,A
"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.",Where is the pineapple now?,Storage locker,Handbag,Cabinet,Suitcase,B
"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.",Where is the pineapple before?,Tote bag,Storage locker,Basket,Handbag,B
"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.","After Han Mei Mei returns to the office, where does Xiao Bei look for the pineapple?",Handbag,Storage locker,Briefcase,Document bag,A
"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.","After Han Mei Mei returns to the office, where does Han Mei Mei look for the pineapple?",Handbag,Drawer,Box,Locker,D
"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.","After Han Mei Mei returns to the office, where does Xiao Bei think Han Mei Mei looks for the pineapple?",Box,Storage locker,Handbag,Suitcase,B
"Xiao Bei and Han Mei Mei wander around the office, they see the storage locker and the handbag, they find a pineapple in the storage locker, Han Mei Mei leaves the office, Xiao Bei moves the pineapple to the handbag.","After Han Mei Mei returns to the office, where does Han Mei Mei think Xiao Bei looks for the pineapple?",Storage locker,Cabinet,Drawer,Handbag,A
"Xiao Li and Xiao Gang stroll around the factory, they see backpacks and safes, they find raincoats in the backpack, Xiao Gang leaves the factory, Xiao Li moves the raincoat to the safe.",Where is the raincoat now?,Briefcase,Safe,Backpack,Basket,B
"Xiao Li and Xiao Gang stroll around the factory, they see backpacks and safes, they find raincoats in the backpack, Xiao Gang leaves the factory, Xiao Li moves the raincoat to the safe.",Where is the raincoat before?,Handbag,Backpack,Safe,Box,B
"Xiao Li and Xiao Gang stroll around the factory, they see backpacks and safes, they find raincoats in the backpack, Xiao Gang leaves the factory, Xiao Li moves the raincoat to the safe.","After Xiao Gang returns to the factory, where does Xiao Li look for the raincoat?",Backpack,Safe,Box,Basket,B
"Xiao Li and Xiao Gang stroll around the factory, they see backpacks and safes, they find raincoats in the backpack, Xiao Gang leaves the factory, Xiao Li moves the raincoat to the safe.","After Xiao Gang returns to the factory, where does Xiao Gang look for the raincoat?",Handbag,Carry-on suitcase,Safe,Backpack,D
"Xiao Li and Xiao Gang stroll around the factory, they see backpacks and safes, they find raincoats in the backpack, Xiao Gang leaves the factory, Xiao Li moves the raincoat to the safe.","After Xiao Gang returns to the factory, where does Xiao Li think Xiao Gang looks for the raincoat?",Basket,Backpack,Box,Safe,B
"Xiao Li and Xiao Gang stroll around the factory, they see backpacks and safes, they find raincoats in the backpack, Xiao Gang leaves the factory, Xiao Li moves the raincoat to the safe.","After Xiao Gang returns to the factory, where does Xiao Gang think Xiao Li looks for the raincoat?",Safe,Backpack,Cabinet,Handbag,B
"Xiao Ming and Zhang Wei are wandering in the hall, they see a handbag and a box, they find a sponge in the handbag, Zhang Wei leaves the hall, Xiao Ming moves the sponge to the box.",Where is the sponge now?,Box,Handbag,Storage locker,Briefcase,A
"Xiao Ming and Zhang Wei are wandering in the hall, they see a handbag and a box, they find a sponge in the handbag, Zhang Wei leaves the hall, Xiao Ming moves the sponge to the box.",Where is the sponge before?,Handbag,Cabinet,Box,Drawer,A
"Xiao Ming and Zhang Wei are wandering in the hall, they see a handbag and a box, they find a sponge in the handbag, Zhang Wei leaves the hall, Xiao Ming moves the sponge to the box.","After Zhang Wei returns to the hall, where does Xiao Ming look for the sponge?",Cabinet,Box,Suitcase,Handbag,B
"Xiao Ming and Zhang Wei are wandering in the hall, they see a handbag and a box, they find a sponge in the handbag, Zhang Wei leaves the hall, Xiao Ming moves the sponge to the box.","After Zhang Wei returns to the hall, where does Zhang Wei look for the sponge?",Handbag,Locker,Box,Cabinet,A
"Xiao Ming and Zhang Wei are wandering in the hall, they see a handbag and a box, they find a sponge in the handbag, Zhang Wei leaves the hall, Xiao Ming moves the sponge to the box.","After Zhang Wei returns to the hall, where does Xiao Ming think Zhang Wei looks for the sponge?",Handbag,Briefcase,Backpack,Box,A
"Xiao Ming and Zhang Wei are wandering in the hall, they see a handbag and a box, they find a sponge in the handbag, Zhang Wei leaves the hall, Xiao Ming moves the sponge to the box.","After Zhang Wei returns to the hall, where does Zhang Wei think Xiao Ming looks for the sponge?",Cabinet,Backpack,Handbag,Box,C
"Xiaogang and Xiaoming are wandering in the storage room, they see a suitcase and a briefcase, they find beets in the suitcase, Xiaoming leaves the storage room, Xiaogang moves the beets to the briefcase.",Where are the beets now?,Briefcase,Suitcase,Box,Cabinet,A
"Xiaogang and Xiaoming are wandering in the storage room, they see a suitcase and a briefcase, they find beets in the suitcase, Xiaoming leaves the storage room, Xiaogang moves the beets to the briefcase.",Where are the beets before?,Handbag,Suitcase,Backpack,Briefcase,B
"Xiaogang and Xiaoming are wandering in the storage room, they see a suitcase and a briefcase, they find beets in the suitcase, Xiaoming leaves the storage room, Xiaogang moves the beets to the briefcase.","After Xiao Ming returns to the storage room, where does Xiao Gang look for the beetroot?",Storage locker,Suitcase,Briefcase,Handbag,C
"Xiaogang and Xiaoming are wandering in the storage room, they see a suitcase and a briefcase, they find beets in the suitcase, Xiaoming leaves the storage room, Xiaogang moves the beets to the briefcase.","After Xiaoming returns to the storage room, where does Xiaoming look for the beets?",Backpack,Box,Suitcase,Briefcase,C
"Xiaogang and Xiaoming are wandering in the storage room, they see a suitcase and a briefcase, they find beets in the suitcase, Xiaoming leaves the storage room, Xiaogang moves the beets to the briefcase.","After Xiao Ming returns to the storage room, where does Xiao Gang think Xiao Ming looks for the beets?",Briefcase,Safe,Suitcase,Drawer,C
"Xiaogang and Xiaoming are wandering in the storage room, they see a suitcase and a briefcase, they find beets in the suitcase, Xiaoming leaves the storage room, Xiaogang moves the beets to the briefcase.","After Xiao Ming returns to the storage room, where does Xiao Ming think Xiao Gang looks for the beets?",Drawer,Suitcase,Briefcase,Cabinet,B
"Xiao Bei and Xiao Li are wandering in the parking lot, they see boxes and baskets, they find bananas in the box, Xiao Li leaves the parking lot, Xiao Bei moves the bananas to the basket.",Where are the bananas now?,Cabinet,Basket,Box,Suitcase,B
"Xiao Bei and Xiao Li are wandering in the parking lot, they see boxes and baskets, they find bananas in the box, Xiao Li leaves the parking lot, Xiao Bei moves the bananas to the basket.",Where are the bananas before?,Basket,Box,Cabinet,Briefcase,B
"Xiao Bei and Xiao Li are wandering in the parking lot, they see boxes and baskets, they find bananas in the box, Xiao Li leaves the parking lot, Xiao Bei moves the bananas to the basket.","After Xiao Li returns to the parking lot, where does Xiao Bei look for bananas?",Box,Basket,Backpack,Briefcase,B
"Xiao Bei and Xiao Li are wandering in the parking lot, they see boxes and baskets, they find bananas in the box, Xiao Li leaves the parking lot, Xiao Bei moves the bananas to the basket.","After Xiao Li returns to the parking lot, where does Xiao Li look for bananas?",Tote bag,Box,Handbag,Basket,B
"Xiao Bei and Xiao Li are wandering in the parking lot, they see boxes and baskets, they find bananas in the box, Xiao Li leaves the parking lot, Xiao Bei moves the bananas to the basket.","After Xiao Li returns to the parking lot, where does Xiao Bei think Xiao Li looks for the bananas?",Briefcase,Box,Basket,Cabinet,B
