STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"Jack likes to play frisbee, usually every weekend no matter what the weather is, he goes to the park to play frisbee with friends. But recently it is close to the final exam, he is busy reviewing. The forecast for Saturday is rain, when friends invite him to play frisbee on Saturday, Jack says he is busy, he may not go to the park.",Is what Jack says true?,Yes,No,,,A
"Jack likes to play frisbee, usually every weekend no matter what the weather is, he goes to the park to play frisbee with friends. But recently it is close to the final exam, he is busy reviewing. The forecast for Saturday is rain, when friends invite him to play frisbee on Saturday, Jack says he is busy, he may not go to the park.",Why does Jack say he may not go to the park?,Because he no longer likes to play frisbee,Because he needs to help with housework,Because the forecast is rain,Because he needs to seriously review for the final exam,D
"Xiaohua is a top student in the class, and cares a lot about grades. The school has a very difficult math competition, and Xiaohua always wants to challenge it. When mom asks Xiaohua if she wants to participate in the math competition, Xiaohua says ""no"".",Does Xiaohua really not want to participate in the math competition?,Yes,No,,,B
"Xiaohua is a top student in the class, and cares a lot about grades. The school has a very difficult math competition, and Xiaohua always wants to challenge it. When mom asks Xiaohua if she wants to participate in the math competition, Xiaohua says ""no"".","Why does Xiaohua, although he really wants to participate in the math competition, say he does not want to participate?",Because he fears his competition grades are average and friends mock him,Because he does not have time to prepare,Because his friends do not participate,Because he thinks the questions are too simple,A
"Xiao Li really wants to go to her friend Xiao Hong's birthday party, but Xiao Hong invites classmates she does not like. When her mother asks her if she wants to go to the party, Xiao Li says: ""I do not want to go.""",Is what Xiao Li says to her mother true?,Yes,No,,,B
"Xiao Li really wants to go to her friend Xiao Hong's birthday party, but Xiao Hong invites classmates she does not like. When her mother asks her if she wants to go to the party, Xiao Li says: ""I do not want to go.""",Why does Xiao Li say she does not want to go to the birthday party?,Because she does not like parties.,Because she is afraid of meeting classmates she does not like.,Because she does not feel well.,Because she has other plans.,B
"Xiaoli's father is a chef, he often cooks delicious dishes at home. Xiaoli really likes to eat the braised pork that her father makes. When her father makes braised pork, he likes to put a lot of oil and fry the meat first, the fried meat smells very good. Making braised pork takes a lot of time. One night, when her father asks Xiaoli if she wants to eat braised pork, she says ""I do not want to eat.""","Does Xiaoli say she does not want to eat braised pork, is this true?",Yes,No,,,B
"Xiaoli's father is a chef, he often cooks delicious dishes at home. Xiaoli really likes to eat the braised pork that her father makes. When her father makes braised pork, he likes to put a lot of oil and fry the meat first, the fried meat smells very good. Making braised pork takes a lot of time. One night, when her father asks Xiaoli if she wants to eat braised pork, she says ""I do not want to eat.""",Why does Xiaoli say she doesn't want to eat braised pork?,Because she wants to lose weight.,Because she thinks braised pork is not healthy.,"Because she eats too many snacks, she is not hungry anymore.",Because she doesn't want to bother her father to spend too much time.,D
"Today, Dekai wants to go to the playground to swing. But she knows she must pass Mr. Wang's house to go to the playground. Mr. Wang's house has a fierce dog, every time Dekai passes his house, the dog jumps to the front door and barks incessantly. This scares Dekai a lot, she hates walking past the house because of that annoying dog. But Dekai really wants to swing. Dekai's mother asks her: ""Do you want to go to the playground?"" Dekai says: ""I don't want to.""",Is what Dekai says to her mother true?,Yes,No,,,B
"Today, Dekai wants to go to the playground to swing. But she knows she must pass Mr. Wang's house to go to the playground. Mr. Wang's house has a fierce dog, every time Dekai passes his house, the dog jumps to the front door and barks incessantly. This scares Dekai a lot, she hates walking past the house because of that annoying dog. But Dekai really wants to swing. Dekai's mother asks her: ""Do you want to go to the playground?"" Dekai says: ""I don't want to.""","Dekai wants to go to the amusement park to swing so much, why does she say she doesn't want to go?","Because she doesn't like the amusement park, so she says she doesn't want to go to the amusement park.",Because she thinks it's too far and too troublesome to go to the amusement park.,Because she thinks the amusement park is too far away and doesn't want to go.,"Because she is afraid of walking past the dogs, so she doesn't want to go to the amusement park.",D
"Xiao Ming is a big liar. Xiao Ming's brother, Xiao Yang, secretly knows that Xiao Ming is a big liar, but Xiao Ming thinks he can escape punishment for anything! Yesterday, Xiao Ming steals Xiao Yang's ping pong paddle, Xiao Yang knows where Xiao Ming hides it, but he cannot find it. He is very angry. So he finds Xiao Ming and says: ""Where is my paddle? You must hide it in the cabinet or under the bed, because I search everywhere else. Where is it? In the cabinet or under the bed?"" Xiao Ming tells him the paddle is under the bed.",Does Xiao Ming tell Xiao Yang the truth?,Yes,No,,,B
"Xiao Ming is a big liar. Xiao Ming's brother, Xiao Yang, secretly knows that Xiao Ming is a big liar, but Xiao Ming thinks he can escape punishment for anything! Yesterday, Xiao Ming steals Xiao Yang's ping pong paddle, Xiao Yang knows where Xiao Ming hides it, but he cannot find it. He is very angry. So he finds Xiao Ming and says: ""Where is my paddle? You must hide it in the cabinet or under the bed, because I search everywhere else. Where is it? In the cabinet or under the bed?"" Xiao Ming tells him the paddle is under the bed.","Where does Xiao Yang go to find his paddle, and why?",Under the bed,Cabinet,,,B
"Xiao Ming is a big liar. Xiao Ming's brother, Xiao Yang, secretly knows that Xiao Ming is a big liar, but Xiao Ming thinks he can escape punishment for anything! Yesterday, Xiao Ming steals Xiao Yang's ping pong paddle, Xiao Yang knows where Xiao Ming hides it, but he cannot find it. He is very angry. So he finds Xiao Ming and says: ""Where is my paddle? You must hide it in the cabinet or under the bed, because I search everywhere else. Where is it? In the cabinet or under the bed?"" Xiao Ming tells him the paddle is under the bed.",Why does Xiao Yang want to look for the paddle in the cabinet?,"Because he knows the paddle is in the cabinet, he sees it before.","Xiao Ming is a big liar, he doesn't believe Xiao Ming's words, so he wants to look in the cabinet.","He knows the paddle is not under the bed, because he has searched there",He wants to verify Xiao Ming's words.,B
"During the war, the Red Army captures a member of the Blue Army. They want him to tell them where the Blue Army's tank is, they know the tank is either by the sea or in the mountains. They know the prisoner does not want to tell them, he wants to save his own army, so he definitely lies to them. The prisoner is brave and smart, he does not let them find his tank. Now when they ask him where the tank is, he says: ""In the mountains.""",Is what the Blue Army member says true?,Yes,No,,,B
"During the war, the Red Army captures a member of the Blue Army. They want him to tell them where the Blue Army's tank is, they know the tank is either by the sea or in the mountains. They know the prisoner does not want to tell them, he wants to save his own army, so he definitely lies to them. The prisoner is brave and smart, he does not let them find his tank. Now when they ask him where the tank is, he says: ""In the mountains.""",Where does the Red Army go to find his tank?,In the mountains,At the sea,,,B
"During the war, the Red Army captures a member of the Blue Army. They want him to tell them where the Blue Army's tank is, they know the tank is either by the sea or in the mountains. They know the prisoner does not want to tell them, he wants to save his own army, so he definitely lies to them. The prisoner is brave and smart, he does not let them find his tank. Now when they ask him where the tank is, he says: ""In the mountains.""",Why does the Red Army go to the sea to find the tank?,The Red Army wants to verify what the Blue Army member says.,The Red Army already knows the tank is at sea.,The Red Army does not believe what the Blue Army member says as a captive.,The Red Army already knows the tank is not in the mountains.,C
"Li Hua is a famous businessman, and he faces significant competition in his business from his rival, Wang Qiang. One day, Li Hua learns that Wang Qiang is planning a large project, and he decides to take action. Li Hua deliberately leaks false information that he is also preparing for a larger, similar project. Upon hearing this news, Wang Qiang decides to suspend his project.",Is what Li Hua said true?,A. Yes,B. No,,,B
"Li Hua is a famous businessman, and he faces significant competition in his business from his rival, Wang Qiang. One day, Li Hua learns that Wang Qiang is planning a large project, and he decides to take action. Li Hua deliberately leaks false information that he is also preparing for a larger, similar project. Upon hearing this news, Wang Qiang decides to suspend his project.",Why does Wang Qiang suspend his project?,He is afraid of competing with Li Hua,He wants to observe Li Hua's next move,He needs more funds to complete the project,He loses confidence in his project,B
"In an international espionage storm, Agent Xiao Jie is captured. He knows that an important document is in the western city's lookout tower, but he is determined not to let the enemy find it. The enemy wants him to tell them where the document is, and they know it's either in the western city's lookout tower or in a building in the city center. Xiao Jie is clever and resolute. When the enemy asks where the document is, he answers without hesitation, ""In a building in the city center."" In the end, the enemy goes to the western city's lookout tower to search for the document.",Is what Xiao Jie said true?,A. Yes,B. No,,,B
"In an international espionage storm, Agent Xiao Jie is captured. He knows that an important document is in the western city's lookout tower, but he is determined not to let the enemy find it. The enemy wants him to tell them where the document is, and they know it's either in the western city's lookout tower or in a building in the city center. Xiao Jie is clever and resolute. When the enemy asks where the document is, he answers without hesitation, ""In a building in the city center."" In the end, the enemy goes to the western city's lookout tower to search for the document.",Why does the enemy finally go to the watchtower in the west of the city to look for the document?,The enemy knows in advance that there is no document in the city center.,The enemy knows in advance the location of the document.,"The enemy does not believe what Xiao Jie says as a captive, so they do not believe the location Xiao Jie points out.",The enemy wants to verify the watchtower in the west first.,C
"Zhao Jun is a young entrepreneur, and his company has recently encountered some financial difficulties. His competitor has announced that their company is about to launch a new product. In order to prevent investors from losing confidence, he has posted a series of false news on social media about his company soon receiving a large investment.",Is the news released by Zhao Jun true?,A. Yes,B. No,,,B
"Zhao Jun is a young entrepreneur, and his company has recently encountered some financial difficulties. His competitor has announced that their company is about to launch a new product. In order to prevent investors from losing confidence, he has posted a series of false news on social media about his company soon receiving a large investment.",Why does Zhao Jun release false news?,He wants to attract more potential investors to invest.,He wants to attract more investors to be interested in the company's products and services,He wants to use false news to cover up the company's financial problems,He wants to openly compete with the competitor for investment,C
"Jesse and Lily are two young chefs who participated in a cooking competition. In order to gain an advantage in the competition, Jesse deliberately revealed before the competition that he was proficient in some rare cooking techniques. Lily knew that Jesse was just trying to intimidate her, so she pretended to have no confidence in the competition but secretly practiced her cooking skills.",Is what Jesse revealed true?,A. Yes,B. No,,,B
"Jesse and Lily are two young chefs who participated in a cooking competition. In order to gain an advantage in the competition, Jesse deliberately revealed before the competition that he was proficient in some rare cooking techniques. Lily knew that Jesse was just trying to intimidate her, so she pretended to have no confidence in the competition but secretly practiced her cooking skills.",Why does Lily pretend to have no confidence in the competition?,Lily really thinks the other party has rare cooking skills.,Lily does this to boost her own confidence.,Lily does not want to disappoint the audience.,"Lily wants to confuse Jesse, making him think that she is scared.",D
"Zhang Feng and Wang Li are business rivals, both operating companies in the same field. To break the stalemate, Zhang Feng released a fabricated financial report to make the outside world believe that his company was thriving. Wang Li noticed Zhang Feng's move, and she deliberately had someone announce on social media that she was about to launch a disruptive innovation to get Zhang Feng's attention.",Is the message Zhang Feng released true?,A. Yes,B. No,,,B
"Zhang Feng and Wang Li are business rivals, both operating companies in the same field. To break the stalemate, Zhang Feng released a fabricated financial report to make the outside world believe that his company was thriving. Wang Li noticed Zhang Feng's move, and she deliberately had someone announce on social media that she was about to launch a disruptive innovation to get Zhang Feng's attention.",Why does Wang Li announce that she is about to launch a disruptive innovation?,Wang Li hopes Zhang Feng thinks the innovation her company is about to launch poses a major threat to his business.,Wang Li thinks her company urgently needs an innovation to stay competitive.,Wang Li thinks Zhang Feng's move is not worth mentioning.,Wang Li learns that Zhang Feng's company financial report shows his business is in good condition.,A
"Li Ming and Zhao Li are colleagues in the same team. They both desire an important promotion opportunity. To make the leader believe they are the most suitable candidates, Li Ming exaggerates his past achievements during the meeting. After seeing this, Zhao Li intentionally encourages Li Ming to submit a promotion application during the meeting but secretly gathers evidence of Li Ming's exaggerations.",Is Zhao Li really encouraging Li Ming?,A. Yes,B. No,,,B
"Li Ming and Zhao Li are colleagues in the same team. They both desire an important promotion opportunity. To make the leader believe they are the most suitable candidates, Li Ming exaggerates his past achievements during the meeting. After seeing this, Zhao Li intentionally encourages Li Ming to submit a promotion application during the meeting but secretly gathers evidence of Li Ming's exaggerations.",Why does Zhao Li encourage Li Ming to submit a promotion application?,Zhao Li affirms the contribution Li Ming makes in the team.,Zhao Li wants to prove her leadership position in the team.,Zhao Li wants to confuse Li Ming to make him think she really supports his promotion.,Zhao Li hopes the leader thinks she is good to her colleagues.,C
"Zhou Li and Lin Tao are rival singers. At a music awards ceremony, Zhou Li publicly announces that she is about to collaborate with an internationally renowned singer, even though this collaboration has not been finalized yet. Lin Tao feels that his position in the music industry is threatened and, unwilling to be outdone, also announces that his new album will be produced by a world-class producer, even though this is only a preliminary discussion.",Is what Zhou Li announced true?,A. Yes,B. No,,,B
"Zhou Li and Lin Tao are rival singers. At a music awards ceremony, Zhou Li publicly announces that she is about to collaborate with an internationally renowned singer, even though this collaboration has not been finalized yet. Lin Tao feels that his position in the music industry is threatened and, unwilling to be outdone, also announces that his new album will be produced by a world-class producer, even though this is only a preliminary discussion.",Why does Lin Tao announce that his new album is produced by a world-class producer?,Lin Tao indeed reaches a cooperation with a world-class producer.,Lin Tao hopes to reach a cooperation with a world-class producer by making the announcement.,"Lin Tao tries to enhance his fame through a fictitious collaboration, in response to Zhou Li's announcement.",Lin Tao disdains Zhou Li's ability to collaborate with an international singer.,C
"In a political debate, Andy is a candidate, and Lily is another competitor. To appear more leadership-oriented, Andy exaggerates his political achievements during the debate and claims to have broad support. Lily vaguely notices Andy's tactics, so she stays put without publicly accusing Andy, but she collects evidence of Andy's false political achievements behind the scenes.",Is what Andy said true?,A. Yes,B. No,,,B
"In a political debate, Andy is a candidate, and Lily is another competitor. To appear more leadership-oriented, Andy exaggerates his political achievements during the debate and claims to have broad support. Lily vaguely notices Andy's tactics, so she stays put without publicly accusing Andy, but she collects evidence of Andy's false political achievements behind the scenes.",Why does Lily not publicly accuse Andre?,Lily really thinks Andre's political achievements are better.,"Lily does not want to publicly accuse Andre, she wants voters to see her kindness.","Lily wants to confuse Andre to let him relax his guard, secretly collect evidence to defeat Andre.","Lily does not know Andre is faking, she fears Andre this competitor.",C
"One day, Lily plays at home and accidentally knocks over and breaks her mother's favorite crystal vase. Oh no, her mother definitely gets angry when she finds out! Therefore, when Lily's mother comes home, sees the broken vase and asks Lily what happens, Lily says, ""The dog knocks it over, it is not my fault!""",Is what Lily says true?,Yes,No,,,B
"One day, Lily plays at home and accidentally knocks over and breaks her mother's favorite crystal vase. Oh no, her mother definitely gets angry when she finds out! Therefore, when Lily's mother comes home, sees the broken vase and asks Lily what happens, Lily says, ""The dog knocks it over, it is not my fault!""",Why does Lily say this?,Lily sees the dog knock over the vase and wants to protect the dog from her mother's blame.,Lily jokes to protect herself from her mother's blame.,Lily lies to protect the dog from her mother's blame.,Lily lies to protect herself from her mother's blame.,D
"Qianru lends a beautiful novel to her friend Jianguo, but when Jianguo returns the book, Qianru finds the book is dirty. Jianguo says his puppy makes the book dirty, but in fact, he accidentally splashes water on the book.",Is what Jianguo says true?,Yes,No,,,B
"Qianru lends a beautiful novel to her friend Jianguo, but when Jianguo returns the book, Qianru finds the book is dirty. Jianguo says his puppy makes the book dirty, but in fact, he accidentally splashes water on the book.",Why does Jianguo say this?,"Jianguo indeed sees the dog making the book dirty, he does not want Qianru to get angry and blame the dog.",Jianguo jokes because he does not want Qianru to get angry and blame himself.,Jianguo lies because he does not want Qianru to get angry and blame the dog.,Jianguo lies because he does not want Qianru to get angry and blame himself.,D
"Cheng Hong hates to go to the dentist, because every time he goes to the dentist, he needs to fill a tooth, and that hurts. But Cheng Hong knows, when his tooth hurts, his mother always takes him to the dentist. Now Cheng Hong's tooth hurts a lot, but when his mother notices he looks uncomfortable, she asks him: ""Cheng Hong, does your tooth hurt?"" Cheng Hong says: ""No, mom.""",Does Cheng Hong tell the truth?,Yes,No,,,B
"Cheng Hong hates to go to the dentist, because every time he goes to the dentist, he needs to fill a tooth, and that hurts. But Cheng Hong knows, when his tooth hurts, his mother always takes him to the dentist. Now Cheng Hong's tooth hurts a lot, but when his mother notices he looks uncomfortable, she asks him: ""Cheng Hong, does your tooth hurt?"" Cheng Hong says: ""No, mom.""",Why does Cheng Hong say this?,Cheng Hong jokes to not make his mother worry.,Cheng Hong jokes to not go to the dentist.,Cheng Hong lies to not make his mother worry.,Cheng Hong lies to not go to the dentist.,D
"Mr. Zhao is a respected doctor with exceptional medical skills, often having many patients waiting in line for consultations. However, he is someone who cares deeply about others' opinions. A while back, Mr. Li's cow had damaged Mr. Zhao's vegetable garden, leading to a heated argument between them. This incident, though, is now in the past for Mr. Zhao. One day, Mr. Li approached Mr. Zhao, hoping he could help figure out why his cow suddenly stopped eating. Upon hearing it was for the cow, Mr. Zhao told Mr. Li, ""I'm too busy lately, with several surgeries lined up. It's better for you to find another veterinarian to take a look."" Despite some disappointment, Mr. Li thanked Mr. Zhao and turned away.",Is what Mr. Zhao says true?,A. Yes,B. No,,,B
"Mr. Zhao is a respected doctor with exceptional medical skills, often having many patients waiting in line for consultations. However, he is someone who cares deeply about others' opinions. A while back, Mr. Li's cow had damaged Mr. Zhao's vegetable garden, leading to a heated argument between them. This incident, though, is now in the past for Mr. Zhao. One day, Mr. Li approached Mr. Zhao, hoping he could help figure out why his cow suddenly stopped eating. Upon hearing it was for the cow, Mr. Zhao told Mr. Li, ""I'm too busy lately, with several surgeries lined up. It's better for you to find another veterinarian to take a look."" Despite some disappointment, Mr. Li thanked Mr. Zhao and turned away.",Why does Mr. Zhao say so?,"A. Mr. Zhao often has many patients waiting for consultations, and he is indeed very busy recently.","B. Mr. Zhao harbors some resentment towards Mr. Li's cow for previously damaging his vegetable garden, so he doesn't want to help.","C. Mr. Zhao actually doesn't like Mr. Li, so when he seeks help, Mr. Zhao deliberately finds excuses to decline.","D. Mr. Zhao is afraid that if people in the village see him unable to treat the cow, it lowers his respected status. Therefore, he finds a reason to decline.",D
"Mr. Lin runs an antique shop, famous for its rare antiques. One day, a customer named Ms. Li enters the shop, showing great interest in a valuable jade artifact. Mr. Lin knows that this jade artifact is actually a modern product he buys on an overseas trip a few years ago, but he tells Ms. Li that it is a precious relic from the Ming Dynasty, with a history of hundreds of years. Ms. Li listens and is very happy, she does not hesitate to pay a high price for the jade artifact. Afterwards, Mr. Lin mentions to other customers that this jade artifact is indeed the star product in his shop, not only because of its historical value, but also because it attracts the attention of many collectors.",Does Mr. Lin tell the truth?,Yes,No,,,B
"Mr. Lin runs an antique shop, famous for its rare antiques. One day, a customer named Ms. Li enters the shop, showing great interest in a valuable jade artifact. Mr. Lin knows that this jade artifact is actually a modern product he buys on an overseas trip a few years ago, but he tells Ms. Li that it is a precious relic from the Ming Dynasty, with a history of hundreds of years. Ms. Li listens and is very happy, she does not hesitate to pay a high price for the jade artifact. Afterwards, Mr. Lin mentions to other customers that this jade artifact is indeed the star product in his shop, not only because of its historical value, but also because it attracts the attention of many collectors.",Why does Mr. Lin say this?,"Mr. Lin says this because he and Ms. Li are old friends, and he hopes to relive their past good times by exaggerating the value of the jade artifact.","Mr. Lin just experiences an unpleasant thing, and he says these just to change the subject, trying to avoid having a deep conversation with Ms. Li.","Mr. Lin receives an anonymous letter before, warning him not to sell any genuine products, so he deliberately exaggerates the value of the jade artifact to get rid of those genuine products.","Mr. Lin says this because he wants to deceive Ms. Li for economic benefits, making her think that the jade artifact has high historical value and scarcity, and thus is willing to pay a high price. At the same time, he also wants to maintain the reputation of his antique shop, making other customers also believe in the rarity and value of the goods in the shop.",D
"In the ancient temple in the deep mountains, Monk Zhikong is the abbot of the temple and receives great respect from the believers. However, one night, a priceless relic in the temple gets stolen. The believers are in a heated discussion, and Monk Zhikong, in order to avoid the believers doubting the safety of the temple, says to everyone: ""The relic is not stolen, it just hides temporarily and comes back in a few days.""",Is what Monk Zhikong says true?,Yes,No,,,B
"In the ancient temple in the deep mountains, Monk Zhikong is the abbot of the temple and receives great respect from the believers. However, one night, a priceless relic in the temple gets stolen. The believers are in a heated discussion, and Monk Zhikong, in order to avoid the believers doubting the safety of the temple, says to everyone: ""The relic is not stolen, it just hides temporarily and comes back in a few days.""",Why does Monk Zhikong say this?,"Monk Zhikong says this to cover up the fact that he is the real thief, he hopes time gives him a chance to quietly put the relic back in place.","Monk Zhikong says this because he wants the thief to turn himself in, giving the thief a chance to reform through this statement.","Monk Zhikong actually sees the thief with his own eyes, he says this because he wants to retrieve the relic by himself, giving the believers a surprise.","Monk Zhikong says this because he wants to cover up the security lapses within the temple, thereby maintaining the reputation of the temple and the trust of the believers.",D
"In the small town, Aunt Wang is a beloved neighbor. She often shares fresh vegetables and fruits from her own garden. One day, someone steals her watermelon, but she does not make a fuss. When the neighbors ask, she just says, ""My watermelon is not ripe yet.",Is what Aunt Wang says true?,Yes,No,,,B
"In the small town, Aunt Wang is a beloved neighbor. She often shares fresh vegetables and fruits from her own garden. One day, someone steals her watermelon, but she does not make a fuss. When the neighbors ask, she just says, ""My watermelon is not ripe yet.",Why does Aunt Wang say this?,"Aunt Wang just learns a new agricultural technique and wants to let the watermelon ripen a bit more before picking, so she tells the neighbors that the watermelon is not ripe yet.","The watermelon at Aunt Wang's home is actually a special variety that needs more time to ripen, so she tells the neighbors it is not ripe yet.",Aunt Wang says this because she wants to protect her own privacy and avoid letting everyone know that her watermelon gets stolen.,Aunt Wang says this because she hopes the neighbors think the quality of her watermelon is especially good and needs some time to ripen.,C
"In a high-end office building, Mr. Zhang is a well-known entrepreneur, his company always is considered as the industry leader. One Monday, the company's competitors suddenly claim that Mr. Zhang's company has serious financial flaws, and they imply that they are about to face bankruptcy. When facing questions from reporters, Mr. Zhang firmly denies these allegations, stating that the company's financial situation always is very healthy.",Does Mr. Zhang tell the truth?,Yes,No,,,B
"In a high-end office building, Mr. Zhang is a well-known entrepreneur, his company always is considered as the industry leader. One Monday, the company's competitors suddenly claim that Mr. Zhang's company has serious financial flaws, and they imply that they are about to face bankruptcy. When facing questions from reporters, Mr. Zhang firmly denies these allegations, stating that the company's financial situation always is very healthy.",Why does Mr. Zhang say this?,"Mr. Zhang says this because he really does not know about the financial flaws in the company, he is deceived by other senior executives of the company.","Mr. Zhang denies the existence of financial flaws in order to protect the company's image, avoid investors and partners losing confidence, and ensure the stability of the company's stock price and market value.","Mr. Zhang actually secretly plans to sell the company, he denies the financial flaws in order to increase the company's valuation before selling.","Mr. Zhang wants to deceive his peers in this way, and seize their market when they are unprepared.",B
"Zhou Ming becomes famous because he always gets high scores in math exams. Once, his classmate Xiao Li asks him the secret of the math exam, Zhou Ming tells him, he spends several hours studying advanced mathematical theories every day, and he joins an online course hosted by a famous mathematician. In fact, Zhou Ming is not so outstanding in mathematics, his high score is because he finds the answers to the exam.",Does Zhou Ming tell the truth?,Yes,No,,,B
"Zhou Ming becomes famous because he always gets high scores in math exams. Once, his classmate Xiao Li asks him the secret of the math exam, Zhou Ming tells him, he spends several hours studying advanced mathematical theories every day, and he joins an online course hosted by a famous mathematician. In fact, Zhou Ming is not so outstanding in mathematics, his high score is because he finds the answers to the exam.",Why does Zhou Ming say this?,"Zhou Ming says this because he wants to protect his image as a math genius among his classmates, by making up stories to make people believe that his high scores are due to his own efforts and talents.",Zhou Ming says this because he wants to inspire Xiao Li to also work hard to learn math.,"Zhou Ming just has a dispute with his math teacher, he says this to attract the teacher's attention, hoping to reconcile with the teacher.","Zhou Ming says this because he really participates in an online course hosted by a famous mathematician, but he does not want others to also participate, to maintain his own advantage.",A
"Officer Wang is in charge of investigating a complex theft case. Based on preliminary investigations, he suspects Mr. Li. However, Mr. Li is a well-known figure in the town and has close ties with his political friends. Although Officer Wang never interacts with Mr. Li, Officer Wang knows that if he directly accuses Mr. Li, it possibly causes unnecessary trouble. Therefore, he decides to hide his suspicions and writes in the report that the case is still under further investigation and the suspect is not yet determined.",Is Officer Wang telling the truth?,Yes,No,,,B
"Officer Wang is in charge of investigating a complex theft case. Based on preliminary investigations, he suspects Mr. Li. However, Mr. Li is a well-known figure in the town and has close ties with his political friends. Although Officer Wang never interacts with Mr. Li, Officer Wang knows that if he directly accuses Mr. Li, it possibly causes unnecessary trouble. Therefore, he decides to hide his suspicions and writes in the report that the case is still under further investigation and the suspect is not yet determined.",Why does Officer Wang say this?,"Officer Wang says this because he wants to cover up his suspicion of Mr. Li, avoid conflict with Mr. Li's political friends, and protect his career from unnecessary impact.",Officer Wang says this because he fears Mr. Li's retaliation and worries about the safety of himself and his family.,Officer Wang thinks Mr. Li does a lot of good things in the town and does not believe he is a thief.,"Officer Wang has a personal relationship with Mr. Li, he does not want to ruin their friendship.",A
"Professor Wang is a renowned historian, teaching at a university in Beijing. He earns respect for his profound historical knowledge and attention to detail. Once, the school asks him to give a speech at an important international conference. Professor Wang is not good at public speaking, and he is not interested in the theme of this conference, planning to find an excuse to withdraw from this speech. When his colleague asks him about the preparation for the upcoming speech, Professor Wang says he is preparing a wonderful speech about ancient Chinese history, he is doing a lot of research.",Is what Professor Wang says true?,Yes,No,,,B
"Professor Wang is a renowned historian, teaching at a university in Beijing. He earns respect for his profound historical knowledge and attention to detail. Once, the school asks him to give a speech at an important international conference. Professor Wang is not good at public speaking, and he is not interested in the theme of this conference, planning to find an excuse to withdraw from this speech. When his colleague asks him about the preparation for the upcoming speech, Professor Wang says he is preparing a wonderful speech about ancient Chinese history, he is doing a lot of research.",Why does Professor Wang say this?,"Professor Wang says this because he really does a lot of research, but he does not want to reveal the content of the speech too early.","Professor Wang previously accepts an urgent research project, he concentrates his time and energy on this project, so he does not have time to prepare the speech.","Professor Wang says this because he is not good at public speaking, lacks enthusiasm for the conference theme, so he wants to find an excuse to avoid giving a speech at the conference.",Professor Wang says this because he wants to leave a professional and diligent impression on his colleagues.,C
"Mr. Zhang is a busy lawyer, often works overtime until late at night. His old friend Mr. Li invites him to a weekend fishing activity. Mr. Zhang does not like fishing, so he tells Mr. Li that his wife arranges an important family gathering, he must attend. On the weekend, Mr. Zhang spends the whole day at home resting and reading books.",Is what Mr. Zhang says true?,Yes,No,,,B
"Mr. Zhang is a busy lawyer, often works overtime until late at night. His old friend Mr. Li invites him to a weekend fishing activity. Mr. Zhang does not like fishing, so he tells Mr. Li that his wife arranges an important family gathering, he must attend. On the weekend, Mr. Zhang spends the whole day at home resting and reading books.",Why does Mr. Zhang say this?,"Mr. Zhang says this because he wants to give Mr. Li a surprise, in fact, he plans to arrange a bigger party privately.","Mr. Zhang says this because he does not want to participate in the fishing activity, but does not want to directly refuse his friend, so he makes up the excuse of a family gathering.","Mr. Zhang just finds out that he is going to receive an important professional award, he says these to hide his success, so as not to appear too proud.","Mr. Zhang previously promises his wife to reduce the workload, he makes up the excuse of the gathering to show that he is trying to change.",B
"Miss Zhou is a well-known novelist, famous for drawing inspiration from her rich life experiences for her works. At a literary symposium, an enthusiastic reader asks her if she ever experiences the intense love story described in her novel. Miss Zhou smiles and answers that her inspiration mostly comes from the books and movies she reads, and her own life is relatively plain. In fact, she has a passionate but short-lived romance, which directly influences her creation.",Does Miss Zhou tell the truth?,Yes,No,,,B
"Miss Zhou is a well-known novelist, famous for drawing inspiration from her rich life experiences for her works. At a literary symposium, an enthusiastic reader asks her if she ever experiences the intense love story described in her novel. Miss Zhou smiles and answers that her inspiration mostly comes from the books and movies she reads, and her own life is relatively plain. In fact, she has a passionate but short-lived romance, which directly influences her creation.",Why does Miss Zhou say this?,"Miss Zhou says this because she hopes to encourage readers to believe that good novel creation can rely entirely on imagination, not on personal experience.","Miss Zhou just gets nominated for an important literary award, she says this to show her professionalism and dedication as a writer.","Miss Zhou says this because she wants to protect her privacy, she does not want to publicly discuss her personal life, especially her emotional experiences.","Miss Zhou is misunderstood in a previous interview, she deliberately answers this way to avoid being misunderstood again or causing unnecessary controversy.",C
"Mr. Zhao is a respected historian, focusing on the study of ancient Chinese military strategy. In a public lecture, someone asks Mr. Zhao if he ever provides advice to the military. Mr. Zhao replies that his research only limits to the academic field and never involves in actual military strategy. He adds that his interest only lies in history, unrelated to the present. In fact, Mr. Zhao secretly participates in an important national defense project.",Is what Mr. Zhao says true?,Yes,No,,,B
